RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
4851,02/05/2020 13:54,week 5,0,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Somewhat unwilling,Frequently,Sometimes,Frequently,Rarely,Always,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.204500397,Male,32,Baden-Wurttemberg,1,0,Full time employment,7,Not at all,Not at all,Several days,Several days
4852,02/05/2020 13:54,week 5,1,0,2, , , , , , , , , , , , ,No,Not sure,Not sure,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__, , , , , , , , , , , , , , , ,1.052504103,Male,44,Baden-Wurttemberg,2,0,Full time employment,8,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
4853,02/05/2020 13:55,week 5,2,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Always,Rarely,Always,Frequently,Always, ,Frequently,Rarely,Frequently,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,It,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.894540416,Male,55,Hesse,2,0,Full time employment,7,Not at all,Not at all,Not at all,Not at all
4854,02/05/2020 16:42,week 5,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Somewhat willing,Frequently,Sometimes,Rarely,Not at all,Not at all,Frequently,Frequently,Not at all,Frequently, ,Frequently,Frequently,Always,Always,Frequently,Frequently,Not at all,Frequently,Not at all,Sometimes,3,No,No,No,No,No,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.051260033,Male,30,Saxony,1,0,Full time employment,3,Nearly every day,Nearly every day,Not at all,Not at all
4855,02/05/2020 15:51,week 5,1,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Neither willing nor unwilling,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Not at all,Always, , ,Not at all,Not at all,Not at all,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,Sometimes,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,0.952139036,Male,69,Baden-Wurttemberg,2,0,Retired,6,Several days,Not at all,Not at all,Not at all
4856,02/05/2020 14:06,week 5,0,7,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Neither willing nor unwilling,Always,Always,Rarely,Always,Always,Sometimes,Always,Always,Not at all, ,Frequently,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Kindergarten,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.005698702,Female,21,Bavaria,1,0,Full time employment,2,Not at all,Not at all,More than half the days,Several days
4857,02/05/2020 14:07,week 5,2,2,2, ,"No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Frequently,Always,Always,Frequently,Always,Frequently,Frequently,Rarely,Always, ,Rarely,Always,Frequently,Not at all,Frequently,Rarely,Rarely,Not at all,Not at all,Rarely,20,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__, , , , , , , , , , , , , , , ,1.168628269,Female,50,Baden-Wurttemberg,2,0,Full time employment,0, , , , 
4858,02/05/2020 14:13,week 5,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1.086769261,Male,34,North Rhine-Westphalia,2,0,Full time employment,4,Not at all,Not at all,Not at all,Not at all
4859,02/05/2020 14:15,week 5,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Frequently,Always,Frequently,Always,Always,Frequently,Always,Always,Rarely, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Rarely,Always,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.830825038,Male,57,Berlin,1,0,Full time employment,4,More than half the days,Several days,Not at all,Not at all
4860,02/05/2020 14:16,week 5,1,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Not at all,Always,Not at all,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0.966022925,Male,60,Lower Saxony,2,0,Retired,8,Not at all,Not at all,Not at all,Not at all
4861,02/05/2020 14:17,week 5,2,70,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Sometimes,No,No,No,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Not at all,Frequently,Frequently,Always,Frequently,Always,Always,Not at all, ,Always,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Always,Frequently,Not at all,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0.978398174,Male,45,Baden-Wurttemberg,2,0,Full time employment,5,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
4862,02/05/2020 14:18,week 5,1,3,0,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Sometimes,Frequently,Rarely,Sometimes,Always,Always,Not at all,Always, , ,Frequently,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0.952139036,Male,69,Baden-Wurttemberg,2,0,Retired,8,Not at all,Not at all,Several days,Not at all
4863,02/05/2020 14:19,week 5,1,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Somewhat willing,Always,Frequently,Not at all,Rarely,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Sometimes,Rarely,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.859074384,Male,58,North Rhine-Westphalia,2,0,Full time employment,5,Several days,Not at all,Several days,Nearly every day
4864,02/05/2020 14:20,week 5,1,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Always,Frequently,Sometimes,Not at all,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.859074384,Male,66,North Rhine-Westphalia,2,0,Retired,8,Not at all,Not at all,Not at all,Not at all
4865,02/05/2020 14:28,week 5,2,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Always,Always,Frequently,Sometimes,Always,Frequently,Rarely,Not at all,Always,Sometimes,Sometimes,Always,Frequently,Sometimes,Not at all,Frequently,Frequently,Sometimes,10,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0.967253351,Female,44,Bavaria,3,1,Full time employment,5,More than half the days,More than half the days,Nearly every day,Not at all
4866,02/05/2020 14:28,week 5,2,50,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Not at all,Frequently,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,Not at all,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__, , , , , , , , , , , , , , , ,0.882766882,Male,47,North Rhine-Westphalia,3,1,Full time employment,7,Several days,Several days,Several days,More than half the days
4867,02/05/2020 14:30,week 5,2,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,20,No,No,No,No,No,No,No,No,No,No,Yes,No,No,optik,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.054403373,Female,54,North Rhine-Westphalia,2,1,Full time employment,8,Several days,Several days,Several days,Several days
4868,02/05/2020 14:30,week 5,1,0,0,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Neither willing nor unwilling,Sometimes,Always,Always,Sometimes,Frequently,Sometimes,Not at all,Not at all,Always, ,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0.891206884,Female,28,Rheinland-Pfalz,2,0,Full time employment,6,Not at all,Several days,Several days,Prefer not to say
4869,02/05/2020 14:34,week 5,1,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Not at all,Rarely,Not at all,Not at all, , ,Always,Always,Always,Always,Always,Not at all,Not at all,Rarely,Sometimes,Sometimes,15, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.972280815,Female,67,Rheinland-Pfalz,2,0,Retired,8,Not at all,Not at all,Not at all,Not at all
4870,02/05/2020 14:38,week 5,3,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Not at all,Always,Frequently,Frequently,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,3,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0.883015486,Female,24,North Rhine-Westphalia,4,0,Full time employment,7,Several days,Not at all,Not at all,Not at all
4871,02/05/2020 14:40,week 5,1,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Frequently,Frequently,Rarely,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Frequently,Frequently,9, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.859074384,Male,67,North Rhine-Westphalia,2,0,Retired,7,Not at all,Not at all,Not at all,Not at all
4872,02/05/2020 14:40,week 5,2,8,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Always,Always,Always,Always,Always,Not at all,Always,Always,Not at all, ,Always,Frequently,Always,Always,Always,Rarely,Not at all,Always,Always,Always,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.019951672,Female,51,Saxony,2,0,Part time employment,8,Not at all,Not at all,Several days,Several days
4873,02/05/2020 14:42,week 5,0,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Frequently,Rarely,Not at all,Rarely,Not at all,Rarely, , ,Not at all,Rarely,Not at all,Not at all,Not at all,Rarely,Not at all,Not at all,Rarely,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,0.577494803,Male,71,Hamburg,1,0,Other,8,Not at all,Not at all,Several days,Not at all
4874,02/05/2020 14:42,week 5,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Sometimes, , ,Always,Frequently,Always,Always,Always,Frequently,Not at all,Always,Sometimes,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,0.859074384,Male,61,North Rhine-Westphalia,1,0,Retired,8,Several days,Not at all,Not at all,Not at all
4875,02/05/2020 14:44,week 5,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Always,Always,12,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.874561879,Female,29,North Rhine-Westphalia,3,0,Full time employment,6,Several days,Several days,Several days,Nearly every day
4876,02/05/2020 14:47,week 5,6,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Sometimes,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.859074384,Male,76,North Rhine-Westphalia,2,0,Retired,8,Not at all,Not at all,Not at all,Not at all
4877,02/05/2020 14:48,week 5,311,1,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Neither willing nor unwilling,Frequently,Always,Frequently,Frequently,Not at all,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Not at all,Rarely,Frequently,Always,5,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__, , , , , , , , , , , , , , , ,0.941261455,Female,39,Baden-Wurttemberg,4,2,Part time employment,7,Several days,Several days,Several days,Several days
4878,02/05/2020 14:54,week 5,1,10,8,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Neither willing nor unwilling,Not at all,Always,Frequently,Always,Not at all,Not at all,Always,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Frequently,Sometimes,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Museum,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.831004886,Male,60,Saxony,2,0,Full time employment,7,Not at all,Not at all,Not at all,Not at all
4879,02/05/2020 14:55,week 5,1,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Rarely,Always,Always,Not at all,Frequently,Always, , ,Sometimes,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,1.185668959,Female,54,Lower Saxony,2,0,Not working,8,Not at all,Not at all,Several days,Several days
4880,02/05/2020 14:55,week 5,4,2,2,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Not at all,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Not at all,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.08668406,Female,67,Bavaria,5,0,Retired,6,Not at all,Not at all,Not at all,Not at all
4881,02/05/2020 14:58,week 5,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Always,Sometimes,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.954121599,Female,63,North Rhine-Westphalia,1,0,Retired,8,Not at all,Not at all,Not at all,Not at all
4882,02/05/2020 15:01,week 5,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Sometimes,Not at all,Always,Rarely,Not at all,Frequently, , ,Frequently,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Frequently,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0.79039021,Female,24,Schleswig-Holstein,1,0,Full time student,7,Several days,Several days,Several days,More than half the days
4883,02/05/2020 15:01,week 5,4,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Sometimes,Not at all,Always,Always,Not at all,Always,Always,Always,Always,Always,Not at all,Frequently,Always,Sometimes,Sometimes,4,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.978398174,Male,47,Baden-Wurttemberg,5,3,Full time employment,8,Several days,Not at all,Not at all,Not at all
4884,02/05/2020 15:02,week 5,2,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Always,Frequently,Sometimes,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Rarely,Not at all,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,0.859074384,Male,58,North Rhine-Westphalia,3,0,Retired,8,Several days,Not at all,Several days,Not at all
4885,02/05/2020 15:06,week 5,0,6,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0.92274677,Female,85,Berlin,1,0,Retired,5,Not at all,Not at all,Not at all,Several days
4886,02/05/2020 15:08,week 5,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Not at all,Frequently,Always,Sometimes, ,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.875424625,Male,67,Rheinland-Pfalz,2,0,Full time employment,7,Not at all,Not at all,Several days,Not at all
4887,02/05/2020 15:09,week 5,1,0,0,"No, I have not","No, they have not", , , , , , , , , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Always,Sometimes,Always,Rarely,Rarely,Not at all,Not at all, , ,Not at all,Always,Always,Always,Rarely,Rarely,Frequently,Not at all,Always,Not at all,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,0.894540416,Male,76,Hesse,2,0,Retired,2, , , , 
4888,02/05/2020 15:12,week 5,2,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Rarely,Rarely,Rarely,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.992664968,Male,47,Lower Saxony,3,1,Full time employment,4,Several days,Several days,Several days,Several days
4889,02/05/2020 15:13,week 5,0,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Frequently,Not at all,Not at all,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,10, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,0.854037537,Female,67,Schleswig-Holstein,1,0,Retired,8,Nearly every day,Nearly every day,Nearly every day,Nearly every day
4890,02/05/2020 15:14,week 5,1,2,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Sometimes,Frequently,Sometimes,Always,Always,Not at all,Always,Always, , ,Frequently,Always,Always,Always,Always,Sometimes,Not at all,Frequently,Sometimes,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.891206884,Female,34,Rheinland-Pfalz,1,0,Full time student,3,Several days,More than half the days,More than half the days,Prefer not to say
4891,02/05/2020 15:15,week 5,3,5,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Very unwilling,Frequently,Frequently,Rarely,Sometimes,Not at all,Rarely,Not at all,Not at all,Not at all, ,Sometimes,Frequently,Frequently,Frequently,Always,Sometimes,Not at all,Not at all,Rarely,Frequently,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.899568048,Male,51,Rheinland-Pfalz,1,0,Full time employment,6,Not at all,Not at all,Not at all,Not at all
4892,02/05/2020 15:16,week 5,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Always,Frequently,Always,Always,8, , , , , , , , , , , , , ,__NA__,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,0.954121599,Female,66,North Rhine-Westphalia,2,0,Retired,7,Not at all,Not at all,Not at all,Not at all
4893,02/05/2020 15:20,week 5,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Not at all,Rarely,Not at all,Not at all,Always,Always,Not at all,Always,Rarely,Always,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Hausmeister Service,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.978431304,Male,65,Bavaria,1,0,Part time employment,8,Not at all,Not at all,Not at all,Not at all
4894,02/05/2020 15:21,week 5,4,8,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Frequently,Frequently,Rarely,Always,Always,Rarely,Always,Always,Not at all,Always,Always,Always,Always,Always,Frequently,Rarely,Not at all,Not at all,Rarely,Frequently,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.081567841,Male,42,Bavaria,4,2,Full time employment,8,Several days,Not at all,Several days,Not at all
4895,02/05/2020 15:23,week 5,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Sometimes,Rarely,Frequently,Not at all,Frequently,Not at all,Not at all, , ,Not at all,Frequently,Always,Always,Sometimes,Rarely,Not at all,Not at all,Not at all,Sometimes,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.952139036,Male,62,Baden-Wurttemberg,1,0,Unemployed,5,Not at all,Not at all,Not at all,Not at all
4896,02/05/2020 15:24,week 5,2,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Frequently,Always,Frequently,Always,Always,Frequently,Always,Frequently,Not at all, ,Frequently,Frequently,Frequently,Always,Sometimes,Sometimes,Not at all,Not at all,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Reisebüro,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.84598634,Female,26,Saxony,2,0,Full time employment,9,Not at all,Not at all,Not at all,Not at all
4897,02/05/2020 15:26,week 5,2,4,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.992664968,Male,47,Lower Saxony,2,0,Full time employment,7,Several days,Several days,Several days,Several days
4898,02/05/2020 15:26,week 5,3,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Always,Always,Rarely,Always,Always,Sometimes,Always,Rarely, , ,Frequently,Rarely,Always,Always,Frequently,Frequently,Not at all,Not at all,Rarely,Frequently,7, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0.874561879,Female,25,North Rhine-Westphalia,4,0,Full time student,6,Nearly every day,Nearly every day,Several days,More than half the days
4899,02/05/2020 15:32,week 5,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Not at all,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0.768960448,Male,56,Schleswig-Holstein,1,0,Unemployed,7,Not at all,Not at all,Not at all,Not at all
4900,02/05/2020 15:33,week 5,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Very unwilling,Sometimes,Always,Always,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,Not at all,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.730557926,Male,26,Hamburg,4,2,Full time employment,8,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
