RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
5902,07/05/2020 21:11,week 6,0,3,0,"No, I have not", ,No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Not sure,Frequently,Always,Frequently,Frequently,Always,Sometimes,Always,Always, , ,Always,Always,Frequently,Always,Frequently,Sometimes,Not at all,Always,Frequently,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.922893948,Female,64,North-West,1,0,Retired,5,More than half the days,More than half the days,Nearly every day,More than half the days
5903,07/05/2020 21:12,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Not at all,Frequently,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.060762028,Male,67,North-East,2,0,Retired,7,Several days,Not at all,Not at all,Not at all
5904,07/05/2020 21:12,week 6,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Rarely,Sometimes,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.939363153,Female,63,North-East,2,0,Part time employment,7,Not at all,Several days,Not at all,Not at all
5905,07/05/2020 21:12,week 6,3,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.915985602,Female,67,South-East,2,0,Retired,7,Not at all,Not at all,Not at all,Not at all
5906,07/05/2020 21:14,week 6,2,1,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Always,No,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.905296032,Female,72,South-West,3,1,Retired,4,Several days,Several days,Several days,Several days
5907,07/05/2020 21:14,week 6,2,0,1,"No, I have not","No, they have not",No,No,Yes,No,No,No,No,Always,No,No,Yes,Somewhat easy,Somewhat willing,Always,Always,Sometimes,Always,Always,Frequently,Always,Always, , ,Always,Sometimes,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,1.028455376,Male,68,Paris Area,2,0,Retired,5,Several days,Several days,Several days,Several days
5908,07/05/2020 21:14,week 6,3,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Sometimes,Always,Frequently,Always,Always, , ,Frequently,Always,Always,Always,Always,Frequently,Always,Not at all,Always,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.04216442,Male,70,North-West,2,0,Retired,7,Not at all,Not at all,Not at all,Not at all
5909,07/05/2020 21:16,week 6,2,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Sometimes,7,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.066007545,Male,42,North-East,3,1,Full time employment,7,Several days,Nearly every day,Several days,Several days
5910,07/05/2020 21:16,week 6,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Not at all,Always,Always,Always,Always, , ,Not at all,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Always,12, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1.119887439,Male,50,North-East,1,0,Unemployed,4,Not at all,Not at all,Not at all,Not at all
5911,07/05/2020 21:17,week 6,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Very willing,Always,Frequently,Not at all,Sometimes,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Not at all,Always,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.904849538,Female,58,North-East,1,0,Full time employment,5,Not at all,Several days,More than half the days,More than half the days
5912,07/05/2020 21:17,week 6,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Neither willing nor unwilling,Always,Frequently,Frequently,Always,Rarely,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Not at all,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.922893948,Female,69,North-West,1,1,Retired,5,More than half the days,More than half the days,More than half the days,More than half the days
5913,07/05/2020 21:18,week 6,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Sometimes,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.092017254,Male,45,South-East,3,1,Full time employment,6,Several days,Several days,Several days,Not at all
5914,07/05/2020 21:21,week 6,0,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Sometimes,Always,Always,Always,Frequently,Frequently,Not at all,Always,Always,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.910753835,Female,76,Paris Area,1,0,Retired,6,More than half the days,Several days,Several days,Not at all
5915,07/05/2020 21:23,week 6,0,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Always,Always,Frequently,Always,Rarely,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Rarely,Rarely,10, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,0.922893948,Female,67,North-West,1,0,Retired,7,Several days,Not at all,Several days,Several days
5916,07/05/2020 21:25,week 6,1,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Sometimes,Always,Always,Always,Always,Always,Always,Always, , ,Frequently,Frequently,Always,Always,Frequently,Always,Sometimes,Not at all,Frequently,Frequently,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.922893948,Female,59,North-West,2,0,Not working,8,Not at all,Not at all,Not at all,Not at all
5917,07/05/2020 21:26,week 6,0,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,6, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0.939363153,Female,74,North-East,1,0,Retired,6,More than half the days,Several days,Several days,Several days
5918,07/05/2020 21:26,week 6,2,50,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Not sure,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Not at all, ,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Not at all,Not at all,Frequently,Always,60,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.915985602,Female,59,South-East,2,0,Part time employment,10,Not at all,Not at all,Not at all,Not at all
5919,07/05/2020 21:27,week 6,3,2,1,"No, I have not","No, they have not",No,Yes,No,No,No,No,No,Sometimes,No,No,No,Neither easy nor difficult,Somewhat willing,Frequently,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Rarely,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.904849538,Female,61,North-East,4,2,Full time employment,5,Several days,Several days,Several days,Several days
5920,07/05/2020 21:30,week 6,2,4,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Frequently,Frequently,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.092017254,Male,54,South-East,2,1,Full time employment,7,Not at all,Not at all,Several days,Not at all
5921,07/05/2020 21:30,week 6,1,0,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Always,No,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.910753835,Female,67,Paris Area,2,0,Retired,7,Several days,Several days,Several days,Several days
5922,07/05/2020 21:31,week 6,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Frequently, , ,Always,Frequently,Sometimes,Sometimes,Always,Sometimes,Sometimes,Rarely,Frequently,Always,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0.939363153,Female,58,North-East,1,0,Retired,5,Several days,Nearly every day,More than half the days,Not at all
5923,07/05/2020 21:33,week 6,2,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Rarely,Rarely,Always,Frequently,Always,Always,Frequently, ,Frequently,Frequently,Always,Always,Always,Always,Frequently,Always,Always,Always,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.872034095,Female,64,South-West,1,0,Part time employment,7,Not at all,Not at all,Not at all,Prefer not to say
5924,07/05/2020 21:35,week 6,2,20,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very unwilling,Sometimes,Frequently,Rarely,Always,Always,Always,Always,Always, ,Not at all,Always,Always,Always,Always,Always,Frequently,Always,Not at all,Rarely,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.922893948,Female,78,North-West,2,2,Retired,7,Several days,Several days,Several days,Not at all
5925,07/05/2020 21:36,week 6,6,6,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Frequently,Always,Always,Frequently,Not at all,Frequently,Not at all,Not at all, ,Not at all,Sometimes,Frequently,Frequently,Frequently,Frequently,Rarely,Not at all,Not at all,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.939363153,Female,70,North-East,2,2,Retired,8,Not at all,Not at all,Not at all,Not at all
5926,07/05/2020 21:38,week 6,0,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Sometimes,Frequently,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.922893948,Female,69,North-West,1,0,Retired,5,Several days,Several days,Several days,Several days
5927,07/05/2020 21:38,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Always,Sometimes,Frequently,Always,Frequently,Always,Always,Rarely, ,Always,Always,Always,Always,Always,Always,Not at all,Rarely,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.87729137,Female,59,Paris Area,2,0,Full time employment,7,Several days,Not at all,Several days,More than half the days
5928,07/05/2020 21:40,week 6,1,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,0.915985602,Female,73,South-East,1,0,Retired,8,Several days,Not at all,Not at all,Not at all
5929,07/05/2020 21:41,week 6,0,5,1,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Neither willing nor unwilling,Frequently,Always,Always,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Always,13,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.87729137,Female,58,Paris Area,4,1,Full time employment,5,Several days,Not at all,Nearly every day, 
5930,07/05/2020 21:41,week 6,0,5,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Frequently,Frequently, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.939363153,Female,57,North-East,2,0,Unemployed,8,Several days,Several days,Several days,Several days
5931,07/05/2020 21:42,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Frequently,Always,Frequently,Frequently,Rarely,Frequently,Not at all,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Frequently,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.882330914,Female,69,South-East,1,0,Retired,7,Nearly every day,Several days,More than half the days,More than half the days
5932,07/05/2020 21:43,week 6,3,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Somewhat willing,Frequently,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Frequently,Always,Rarely,Not at all,Sometimes,Sometimes,10, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,0.910753835,Female,73,Paris Area,2,0,Retired,6,Nearly every day,Nearly every day,Several days,Several days
5933,07/05/2020 21:44,week 6,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,20, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0.905296032,Female,67,South-West,Prefer not to say,0,Retired,9,Not at all,Not at all,Not at all,Not at all
5934,07/05/2020 21:44,week 6,3,50,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very unwilling,Not at all,Frequently,Not at all,Frequently,Always,Not at all,Always,Sometimes,Not at all,Always,Always,Frequently,Frequently,Always,Frequently,Rarely,Not at all,Not at all,Rarely,Rarely,12,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.066007545,Male,36,North-East,4,2,Full time employment,7,Several days,Not at all,Several days,Not at all
5935,07/05/2020 21:45,week 6,2,0,4,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Neither willing nor unwilling,Not at all,Frequently,Frequently,Frequently,Always,Rarely,Always,Always, ,Not at all,Sometimes,Always,Always,Always,Frequently,Sometimes,Not at all,Always,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.922893948,Female,57,North-West,2,2,Unemployed,6,Not at all,Several days,Several days,Several days
5936,07/05/2020 21:49,week 6,0,7,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Sometimes,Frequently,Rarely,Frequently,Frequently,Frequently,Always,Frequently, , ,Always,Frequently,Frequently,Always,Frequently,Rarely,Always,Always,Rarely,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.072963425,Male,39,Paris Area,2,0,Unemployed,2,Several days, ,Several days,Several days
5937,07/05/2020 21:50,week 6,3,3,2,"No, I have not","No, they have not",No,Yes,No,No,No,No,Yes,Sometimes,No,No,No,Somewhat easy,Somewhat willing,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1.033541135,Male,38,Paris Area,1,1,Full time employment,7,Several days,Several days,Several days,Several days
5938,07/05/2020 21:54,week 6,0,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Always,Not at all,Always,Always, ,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.047317971,Male,43,North-West,1,0,Full time employment,7,Not at all,Not at all,Several days,Not at all
5939,07/05/2020 21:55,week 6,3,20,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Frequently,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Rarely,Frequently,3,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.010602461,Male,25,Paris Area,2,0,Full time employment,5,Not at all,Not at all,Several days,Not at all
5940,07/05/2020 21:56,week 6,5,0,0, , , , , , , , , , , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently, , ,Sometimes,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,20, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,1.321814896,Male,24,South-East,Don't know,0,Full time student,8, , , , 
5941,07/05/2020 21:56,week 6,0,1,7,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat unwilling,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.939363153,Female,71,North-East,1,0,Retired,6,Nearly every day,Nearly every day,Nearly every day,Nearly every day
5942,07/05/2020 21:57,week 6,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Somewhat willing,Frequently,Always,Always,Frequently,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.087265749,Male,44,North-West,1,0,Unemployed,5,Several days,More than half the days,Several days,Several days
5943,07/05/2020 22:00,week 6,0,30,1,"No, I have not","No, they have not",No,No,No,Yes,No,No,Not sure,Frequently,Yes,Not sure,No,Somewhat easy,Somewhat willing,Sometimes,Sometimes,Not at all,Frequently,Frequently,Frequently,Sometimes,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Sometimes,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1.106668198,Male,40,North-East,1,0,Unemployed,4,More than half the days,More than half the days,More than half the days,More than half the days
5944,07/05/2020 22:00,week 6,0,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Sometimes,Always,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.033541135,Male,37,Paris Area,1,0,Full time employment,7,Not at all,Several days,Several days,Not at all
5945,07/05/2020 22:01,week 6,4,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Neither willing nor unwilling,Rarely,Frequently,Frequently,Frequently,Sometimes,Sometimes,Always,Frequently, ,Always,Frequently,Rarely,Not at all,Not at all,Frequently,Sometimes,Sometimes,Always,Frequently,Sometimes,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.331783998,Male,23,North-West,5,1,Full time student,8,Prefer not to say,Nearly every day,Prefer not to say,More than half the days
5946,07/05/2020 22:01,week 6,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently, , ,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Always,Sometimes,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.915985602,Female,62,South-East,1,0,Other,3,Several days,Several days,Several days,Several days
5947,07/05/2020 23:27,week 6,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Not sure,Sometimes,Frequently,Sometimes,Sometimes,Not at all,Rarely,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Rarely,Not at all,Not at all,Not at all,Not at all,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,1.04216442,Male,76,North-West,2,2,Retired,3,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
5948,07/05/2020 22:03,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.039478247,Male,39,South-East,Don't know,0,Full time employment,10,More than half the days,More than half the days,More than half the days,Not at all
5949,07/05/2020 22:03,week 6,3,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Rarely,Always,Always,Always,Not at all,Frequently,Sometimes,Sometimes, , ,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Not at all,Not at all,Always,Frequently,12, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.049149802,Male,26,Paris Area,2,0,Full time student,3,More than half the days,Nearly every day,Nearly every day,More than half the days
5950,07/05/2020 22:04,week 6,1,2,1,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Frequently,Sometimes,Frequently,Frequently,Rarely, , ,Always,Always,Always,Always,Frequently,Frequently,Always,Rarely,Frequently,Sometimes,6, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.922893948,Female,64,North-West,2,0,Retired,5,Several days,Prefer not to say,More than half the days,Not at all
5951,07/05/2020 22:04,week 6,0,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Always,Always,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.922893948,Female,77,North-West,1,0,Retired,6,More than half the days,Several days,Several days,Not at all
5952,07/05/2020 22:08,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Rarely,Sometimes,Not at all,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Rarely,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.939363153,Female,62,North-East,2,0,Unemployed,4,Not at all,Not at all,Not at all,Not at all
5953,07/05/2020 22:09,week 6,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Frequently,Always,Frequently,Always,Frequently,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Rarely,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.922893948,Female,76,North-West,2,0,Retired,4,Several days,Prefer not to say,Several days,Not at all
5954,07/05/2020 22:09,week 6,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Frequently, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0.915985602,Female,63,South-East,1,1,Retired,6,Several days,Several days,Several days,Several days
